sale_counter,property_id,contract_date,settlement_date,purchase_price,component_code,sale_code,interest_percent,dealing_number
5,2843647,2021-08-03,2021-09-14,752500,,,0,AR425356
6,3698644,2021-08-04,2021-09-15,600000,,,0,AR430456
7,1908934,2021-07-03,2021-09-10,2220000,,,0,AR417708
10,2926049,2021-08-17,2021-09-14,997000,,,0,AR425837
11,2981120,2021-09-15,2021-09-15,1700000,,,0,AR430522
12,3657776,2021-07-20,2021-09-16,620000,,,0,AR432811
13,4014793,2021-08-13,2021-09-10,470000,,,0,AR418179
14,2843647,2021-08-27,2021-09-13,740000,,,0,AR421952
16,2843647,2021-08-03,2021-09-14,980000,,,0,AR426196
17,4243606,2021-08-30,2021-09-16,1030000,,,0,AR433184
18,1908474,2021-09-14,2021-09-16,487500,,,0,AR433239
19,1902875,2021-06-19,2021-09-13,930000,,,0,AR422233
20,3494818,2021-07-22,2021-09-16,750000,,,0,AR433694
22,1456665,2021-07-31,2021-09-13,540000,,,0,AR422748
24,1898102,2021-08-03,2021-09-14,1550000,,,0,AR427801
25,3629258,2021-07-22,2021-09-16,800000,,,0,AR434487
26,3609704,2021-06-23,2021-09-14,1280000,,,0,AR428150
27,4354843,2021-08-10,2021-09-10,900000,,,0,AR416062
28,3609704,2021-08-18,2021-09-10,1300000,,,0,AR416360
29,3890011,2021-08-05,2021-09-16,1050000,,,0,AR435409
30,3108039,2021-08-10,2021-09-16,1850000,,,0,AR435498
31,3655303,2021-07-30,2021-09-10,1200000,,,0,AR416536
32,3741599,2021-07-12,2021-09-15,985000,,,0,AR429584
1,3622703,2021-07-28,2021-09-10,745000,,,0,AR417188
2,661360,2021-07-23,2021-09-10,585000,,,0,AR417226
4,4303980,2017-03-25,2021-09-15,706000,,,0,AR429925
5,632527,2021-06-24,2021-09-15,685000,,,0,AR429948
6,4265454,2021-07-30,2021-09-10,730000,,,0,AR418301
7,4265454,2021-07-30,2021-09-10,725000,,,0,AR419837
8,4265454,2021-07-06,2021-09-14,720000,,,0,AR427680
9,824653,2021-07-30,2021-09-10,475000,,,0,AR417366
10,824653,2021-07-30,2021-09-10,475000,,,0,AR417366
13,826310,2021-08-03,2021-09-14,570000,,,0,AR425166
14,4101922,2021-06-04,2021-09-10,720000,,,0,AR417574
15,4288822,2021-07-27,2021-09-10,808000,,,0,AR417581
16,3110870,2021-09-10,2021-09-10,405000,,,0,AR417652
18,3510969,2021-08-03,2021-09-14,580000,,,0,AR425324
19,4360681,2021-07-21,2021-09-15,478000,,,0,AR430308
20,4045853,2021-08-04,2021-09-15,925000,,,0,AR430497
22,3871233,2021-08-04,2021-09-15,630000,,,0,AR430508
23,810428,2021-07-30,2021-09-10,602588,,,0,AR417703
24,3195830,2021-07-31,2021-09-13,488000,,,0,AR421463
25,4157911,2021-06-28,2021-09-13,650000,,,0,AR421505
26,3979575,2021-08-04,2021-09-15,575000,,,0,AR430627
28,4162338,2021-08-14,2021-09-13,473000,,,0,AR421706
30,3968952,2021-08-06,2021-09-15,580000,,,0,AR430938
32,654795,2021-07-30,2021-09-10,692000,,,0,AR418096
33,654795,2021-07-30,2021-09-10,692000,,,0,AR418096
35,3000539,2021-07-31,2021-09-13,750000,,,0,AR422005
36,841891,2021-08-25,2021-09-13,950000,,,0,AR422046
37,3719648,2021-08-02,2021-09-13,616000,,,0,AR422049
38,841891,2021-08-25,2021-09-13,950000,,,0,AR422065
39,848923,2021-07-16,2021-09-13,472000,,,0,AR422113
40,848923,2021-07-16,2021-09-13,472000,,,0,AR422113
41,3567426,2021-08-10,2021-09-14,890000,,,0,AR426159
42,2450505,2021-08-03,2021-09-14,485000,,,0,AR426271
44,670907,2021-06-29,2021-09-15,1388800,,,0,AR431316
45,4225929,2021-07-30,2021-09-15,765000,,,0,AR431342
46,2891441,2021-08-20,2021-09-15,451000,,,0,AR431348
47,4225929,2021-07-01,2021-09-15,797400,,,0,AR431356
49,854467,2021-08-12,2021-09-10,450000,,,0,AR418413
51,835686,2021-07-16,2021-09-14,750000,,,0,AR426553
52,4060818,2021-07-06,2021-09-15,860000,,,0,AR431700
53,3923582,2021-08-20,2021-09-15,510000,,,0,AR431736
54,816873,2021-08-05,2021-09-16,470000,,,0,AR433467
55,4027428,2021-08-05,2021-09-16,541500,,,0,AR433506
56,4094732,2021-08-08,2021-09-16,805000,,,0,AR433621
59,4225929,2021-07-30,2021-09-10,740000,,,0,AR418574
61,3941346,2021-08-03,2021-09-13,489000,,,0,AR422446
64,4102734,2021-08-03,2021-09-14,590000,,,0,AR426806
65,3982906,2021-08-04,2021-09-15,630000,,,0,AR431855
66,3254100,2021-08-04,2021-09-15,720000,,,0,AR432037
67,3923301,2021-07-21,2021-09-15,624000,,,0,AR432067
68,4067981,2021-08-05,2021-09-16,518000,,,0,AR433749
69,4300881,2021-06-07,2021-09-16,730000,,,0,AR433766
70,3181871,2021-08-02,2021-09-13,580000,,,0,AR422788
71,819598,2021-07-31,2021-09-13,1621000,,,0,AR422823
72,3861193,2021-08-19,2021-09-16,952000,,,0,AR434229
88,1309760,2021-07-30,2021-09-10,1410000,,,0,AR419035
91,4225929,2021-07-30,2021-09-13,792300,,,0,AR423116
92,4361682,2021-08-05,2021-09-16,1038000,,,0,AR434356
96,3435711,2021-06-30,2021-09-10,485000,,,0,AR416047
97,4313148,2021-07-30,2021-09-10,822000,,,0,AR419168
98,804260,2021-07-31,2021-09-10,645000,,,0,AR419170
99,2891436,2021-08-16,2021-09-10,940000,,,0,AR419199
100,3826334,2021-07-12,2021-09-10,750000,,,0,AR419213
101,4074865,2021-07-30,2021-09-10,832000,,,0,AR419216
102,3790377,2021-08-01,2021-09-13,620000,,,0,AR423269
103,3164616,2021-07-27,2021-09-13,580000,,,0,AR423411
104,826371,2021-04-23,2021-09-14,555000,,,0,AR428139
106,834151,2021-08-07,2021-09-14,520000,,,0,AR428321
107,834151,2021-08-07,2021-09-14,520000,,,0,AR428321
108,4354406,2021-08-06,2021-09-16,429000,,,0,AR434624
109,3164616,2021-08-07,2021-09-16,510000,,,0,AR434863
110,3364374,2021-08-18,2021-09-16,960000,,,0,AR434885
112,807597,2021-08-02,2021-09-13,685000,,,0,AR423681
113,3595192,2021-08-16,2021-09-13,715000,,,0,AR423698
114,4333302,2021-06-12,2021-09-13,811000,,,0,AR423798
115,3680156,2021-05-05,2021-06-25,528000,,,0,AR352317
116,4265454,2021-07-19,2021-08-30,901000,,,0,AR382595
117,4265454,2021-07-27,2021-09-07,715000,,,0,AR405719
118,4265454,2021-07-13,2021-09-07,710000,,,0,AR406781
119,3881144,2021-07-29,2021-09-16,670000,,,0,AR434960
120,4237773,2021-07-30,2021-09-10,695000,,,0,AR419662
122,4162241,2021-08-04,2021-09-13,705000,,,0,AR424068
124,832315,2020-08-31,2021-09-15,400000,,,0,AR428667
125,819260,2021-08-05,2021-09-16,480000,,,0,AR435384
126,819260,2021-08-05,2021-09-16,480000,,,0,AR435384
127,3595192,2021-08-05,2021-09-16,732800,,,0,AR435447
130,3074473,2021-08-04,2021-09-15,485000,,,0,AR428805
131,4326264,2021-06-22,2021-09-16,950000,,,0,AR435588
135,4265454,2021-07-26,2021-09-07,715000,,,0,AR406836
136,3694755,2021-05-03,2021-09-15,40000,,,0,AR429032
137,4039935,2021-08-04,2021-09-15,755000,,,0,AR429173
138,3968952,2021-09-15,2021-09-15,455000,,,0,AR429279
140,3346099,2021-07-16,2021-09-10,675000,,,0,AR417015
142,4302424,2021-08-02,2021-09-13,997000,,,0,AR420761
144,4313148,2021-07-27,2021-09-15,881000,,,0,AR429474
1,4278002,2021-04-01,2021-09-17,938000,,,0,AR437610
2,871362,2021-09-02,2021-09-17,720000,,,0,AR437806
5,862219,2021-07-10,2021-09-20,900000,,,0,AR445333
6,4253054,2021-06-22,2021-09-20,1170000,,,0,AR445398
8,4056374,2021-08-07,2021-09-20,630000,,,0,AR445537
9,893770,2021-07-30,2021-09-17,880000,,,0,AR438149
10,895777,2021-08-05,2021-09-23,1235000,,,0,AR454130
11,4278002,2021-08-20,2021-09-17,1580000,,,0,AR438602
13,895527,2021-08-11,2021-09-22,560000,,,0,AR450259
14,895527,2021-08-11,2021-09-22,560000,,,0,AR450259
15,3967191,2021-08-07,2021-09-22,740666,,,0,AR450271
17,3274659,2021-08-04,2021-09-17,780000,,,0,AR438798
19,4253054,2021-06-25,2021-09-23,1170000,,,0,AR454910
20,894879,2021-08-11,2021-09-22,700000,,,0,AR450773
22,871446,2021-08-04,2021-09-22,770000,,,0,AR450794
23,885229,2021-07-23,2021-09-20,871000,,,0,AR442931
24,3236079,2021-08-07,2021-09-20,530000,,,0,AR442976
25,4188131,2021-07-23,2021-09-17,900000,,,0,AR439392
26,2924890,2021-08-12,2021-09-23,772000,,,0,AR455609
27,3983910,2021-04-23,2021-09-23,1000000,,,0,AR455714
28,4024007,2021-07-07,2021-09-22,1490000,,,0,AR451264
31,859898,2021-08-17,2021-09-20,970000,,,0,AR443323
32,3206662,2021-07-21,2021-09-20,1400000,,,0,AR443463
33,870905,2021-08-10,2021-09-21,450000,,,0,AR447768
34,4367031,2021-02-08,2021-09-21,938000,,,0,AR447799
35,4367031,2021-07-31,2021-09-17,950000,,,0,AR439640
36,4173612,2021-08-09,2021-09-20,665100,,,0,AR443568
40,4173612,2021-08-11,2021-09-22,681000,,,0,AR451915
41,4253054,2021-06-22,2021-09-20,1240000,,,0,AR444097
42,891273,2021-08-07,2021-09-20,895000,,,0,AR444127
43,4253054,2021-06-09,2021-09-21,800000,,,0,AR448797
44,4367031,2018-03-18,2021-09-23,1210000,,,0,AR456807
46,881545,2021-08-04,2021-09-22,645000,,,0,AR452258
47,4316396,2021-08-17,2021-09-17,1225000,,,0,AR440353
48,4337753,2021-07-28,2021-09-22,851000,,,0,AR452260
50,3863019,2021-07-30,2021-09-17,1028000,,,0,AR440759
51,2974978,2021-08-06,2021-09-17,828000,,,0,AR437466
52,863054,2021-07-16,2021-09-17,1300000,,,0,AR441009
1,2981120,2021-08-10,2021-09-17,1150000,,,0,AR437644
2,3408739,2021-06-25,2021-09-17,1475000,,,0,AR437725
4,3216039,2021-04-08,2021-05-26,407500,,,0,AR441453
8,2926049,2021-08-16,2021-09-22,1500000,,,0,AR450390
11,3801419,2021-08-09,2021-09-20,1200000,,,0,AR442385
12,3237551,2021-06-04,2021-09-20,800000,,,0,AR442820
13,3802268,2021-07-29,2021-09-21,887000,,,0,AR446955
14,3249476,2021-08-11,2021-09-20,1000000,,,0,AR442979
16,3631614,2021-08-08,2021-09-21,775000,,,0,AR447427
17,3074247,2021-08-12,2021-09-23,480000,,,0,AR455798
19,3176423,2021-08-11,2021-09-22,1150000,,,0,AR451408
20,4377119,2019-09-16,2021-09-23,1400000,,,0,AR456478
22,3289010,2021-09-01,2021-09-17,22000,,,0,AR439891
23,3289010,2021-09-01,2021-09-17,22000,,,0,AR439891
24,1900874,2021-07-09,2021-09-20,1675000,,,0,AR443853
25,1449534,2021-08-10,2021-09-21,100000,,,0,AR448283
27,4243606,2021-08-12,2021-09-23,1150000,,,0,AR456628
28,3299343,2021-08-06,2021-09-17,735000,,,0,AR440236
31,3117139,2021-08-21,2021-09-20,1450000,,,0,AR444158
32,2886592,2021-08-05,2021-09-20,2125000,,,0,AR444217
34,1902434,2021-08-19,2021-09-23,1070000,,,0,AR457009
35,1902434,2021-08-19,2021-09-23,1070000,,,0,AR457009
37,1901803,2021-08-11,2021-09-22,790000,,,0,AR452194
40,4334581,2021-08-25,2021-09-22,1373000,,,0,AR452282
41,1449092,2021-08-02,2021-09-17,1750000,,,0,AR440633
42,4162743,2021-08-06,2021-09-17,2525000,,,0,AR440658
2,3979575,2021-08-11,2021-09-22,680000,,,0,AR453260
4,3003457,2021-08-06,2021-09-17,650000,,,0,AR440097
5,4333302,2021-04-20,2021-09-20,770000,,,0,AR445244
6,804014,2021-09-01,2021-09-17,300000,,,0,AR437863
7,4214183,2021-07-27,2021-09-17,790000,,,0,AR437992
8,4300881,2021-07-16,2021-09-21,510000,,,0,AR448338
11,4265454,2021-08-25,2021-09-16,759000,,,0,AR433402
12,4265454,2021-08-06,2021-09-17,645000,,,0,AR439205
13,4225929,2021-07-09,2021-09-17,980000,,,0,AR438321
14,4288822,2021-08-17,2021-09-17,1300000,,,0,AR438366
16,855268,2021-08-27,2021-09-17,290000,,,0,AR438457
17,3204358,2021-08-02,2021-09-20,825500,,,0,AR442015
18,4300881,2021-06-29,2021-09-21,1060000,,,0,AR446059
19,661343,2021-08-10,2021-09-21,768000,,,0,AR446235
20,811056,2021-08-10,2021-09-22,430000,,,0,AR450102
21,670907,2021-06-26,2021-09-20,1680000,,,0,AR442131
23,4302424,2021-06-18,2021-09-22,970000,,,0,AR449952
24,4302424,2021-08-10,2021-09-17,621000,,,0,AR438212
29,3979575,2021-08-05,2021-09-23,990000,,,0,AR454908
31,3905705,2021-07-06,2021-09-22,541000,,,0,AR450644
32,3225460,2021-08-20,2021-09-17,680000,,,0,AR438895
33,3814597,2021-08-06,2021-09-17,675000,,,0,AR438906
36,3525900,2021-08-11,2021-09-22,960000,,,0,AR450594
37,2959463,2021-08-07,2021-09-20,141000,,,0,AR443014
39,826406,2021-08-08,2021-09-17,770000,,,0,AR439375
41,827567,2021-08-07,2021-09-20,750000,,,0,AR443133
43,4063750,2021-08-19,2021-09-22,605000,,,0,AR451370
44,3868259,2021-08-26,2021-09-16,1265000,,,0,AR435008
45,4225929,2021-07-01,2021-09-17,738300,,,0,AR439500
47,3958270,2021-08-25,2021-09-20,568000,,,0,AR443451
48,4049003,2021-08-10,2021-09-17,618000,,,0,AR439257
49,4181717,2021-07-30,2021-09-17,795000,,,0,AR439327
51,3865585,2021-07-30,2021-09-21,596000,,,0,AR447782
52,4100819,2021-07-02,2021-09-23,1200000,,,0,AR455993
55,3709670,2021-08-07,2021-09-20,640000,,,0,AR443565
57,3171728,2021-08-10,2021-09-21,516000,,,0,AR448009
58,3622703,2021-08-03,2021-09-23,690000,,,0,AR456470
59,3110870,2021-08-03,2021-09-17,510000,,,0,AR436624
60,4302424,2021-07-13,2021-09-17,592000,,,0,AR436660
61,3550900,2021-07-26,2021-09-17,965000,,,0,AR436733
62,3680156,2021-08-11,2021-09-17,730000,,,0,AR439991
65,843508,2021-08-09,2021-09-20,475000,,,0,AR443872
66,3982906,2021-08-10,2021-09-21,670000,,,0,AR448352
67,4300881,2021-07-30,2021-09-17,770000,,,0,AR436795
68,3387802,2021-07-23,2021-09-17,1000000,,,0,AR436841
69,4360400,2021-03-23,2021-09-17,755000,,,0,AR440059
71,852067,2021-08-07,2021-09-17,1271000,,,0,AR440207
72,832315,2021-07-30,2021-09-20,480000,,,0,AR444058
73,832315,2021-07-30,2021-09-20,480000,,,0,AR444058
75,3622703,2021-08-06,2021-09-17,705000,,,0,AR436788
77,4313148,2021-08-09,2021-09-20,903000,,,0,AR444259
78,3165759,2021-08-20,2021-09-17,595500,,,0,AR440827
79,3976048,2021-08-08,2021-09-20,1298000,,,0,AR444528
80,3871233,2021-08-07,2021-09-20,613000,,,0,AR444428
81,3457796,2021-08-06,2021-09-17,515000,,,0,AR437177
84,3709670,2021-07-25,2021-09-20,645000,,,0,AR444670
85,3976048,2021-08-19,2021-09-22,600000,,,0,AR453383
1,894879,2021-07-22,2021-09-27,770000,,,0,AR465592
2,4278002,2021-07-29,2021-09-29,976000,,,0,AR474122
3,4259505,2021-07-29,2021-09-29,971800,,,0,AR474170
4,4278002,2021-07-29,2021-09-29,946000,,,0,AR474178
5,4253054,2021-07-02,2021-09-30,1220000,,,0,AR478486
8,4278002,2021-07-26,2021-09-27,908000,,,0,AR465942
10,4253054,2021-09-06,2021-09-30,1260000,,,0,AR478552
11,881545,2021-08-19,2021-09-30,625000,,,0,AR478609
12,864394,2021-08-13,2021-09-24,812000,,,0,AR462309
13,4253054,2021-07-15,2021-09-27,1273000,,,0,AR466092
16,4367031,2021-06-28,2021-09-30,1040000,,,0,AR479268
17,3664938,2021-07-03,2021-09-28,929000,,,0,AR467424
18,3043259,2021-08-19,2021-09-24,1500000,,,0,AR458792
19,862645,2021-07-30,2021-09-24,492500,,,0,AR458978
20,4170021,2021-08-04,2021-09-29,800000,,,0,AR472791
21,4136508,2021-08-03,2021-09-28,1750000,,,0,AR467731
22,4205673,2021-08-25,2021-09-24,650000,,,0,AR459137
23,3294507,2021-08-14,2021-09-27,900000,,,0,AR462765
24,2974978,2021-08-16,2021-09-27,710000,,,0,AR462959
26,4259378,2021-06-10,2021-09-24,768000,,,0,AR459279
28,4367031,2021-07-27,2021-09-27,830000,,,0,AR463088
31,870550,2021-08-13,2021-09-24,360000,,,0,AR459548
32,4266606,2021-08-13,2021-09-24,1100000,,,0,AR459608
33,4337753,2021-07-22,2021-09-29,685000,,,0,AR471120
35,4383249,2018-10-09,2021-09-30,894000,,,0,AR480460
36,895552,2021-08-03,2021-09-28,619000,,,0,AR468659
37,895552,2021-08-03,2021-09-28,619000,,,0,AR468659
38,4259505,2021-06-30,2021-09-28,798000,,,0,AR468689
39,4293060,2021-07-23,2021-09-28,965000,,,0,AR468704
41,4253054,2021-07-07,2021-09-27,1241000,,,0,AR463554
42,4383249,2019-02-26,2021-09-30,800000,,,0,AR480665
43,4253054,2021-06-22,2021-09-30,1330000,,,0,AR480687
44,4383249,2018-10-26,2021-09-30,880000,,,0,AR480707
48,4293060,2021-07-29,2021-09-29,780000,,,0,AR471960
49,4293060,2021-08-19,2021-09-30,845000,,,0,AR476619
51,4092793,2021-08-16,2021-09-27,560000,,,0,AR464088
52,4337753,2021-08-03,2021-09-27,1300000,,,0,AR464093
56,4253054,2021-07-07,2021-09-29,1252000,,,0,AR472461
57,3394753,2021-08-02,2021-09-27,1700000,,,0,AR464199
58,4380401,2021-07-02,2021-09-27,2130000,,,0,AR464282
59,864344,2021-08-05,2021-09-30,1002000,,,0,AR477293
60,4083247,2021-08-13,2021-09-24,1808000,,,0,AR460549
62,3774447,2021-09-06,2021-09-28,565000,,,0,AR470522
63,4367031,2021-06-18,2021-09-24,950000,,,0,AR460803
66,867816,2021-08-16,2021-09-27,948000,,,0,AR464627
67,4316396,2021-08-10,2021-09-30,838000,,,0,AR477725
68,4253054,2021-08-04,2021-09-30,1227000,,,0,AR477741
70,3765147,2021-07-27,2021-09-24,1430000,,,0,AR461032
73,871546,2021-08-13,2021-09-24,1280000,,,0,AR461279
74,893770,2021-07-21,2021-09-27,1030000,,,0,AR465341
1,4377119,2020-04-30,2021-09-27,1410000,,,0,AR465651
2,3802268,2021-08-14,2021-09-27,938000,,,0,AR465712
3,3639336,2021-08-19,2021-09-24,1120000,,,0,AR458203
4,4338214,2021-08-09,2021-09-29,1375000,,,0,AR474327
6,3588583,2021-08-11,2021-09-29,1200000,,,0,AR474721
7,1911587,2021-07-31,2021-09-27,1340000,,,0,AR466479
8,3045692,2021-08-05,2021-09-28,1220000,,,0,AR467512
10,3890011,2021-08-26,2021-09-24,850000,,,0,AR459078
11,3452399,2021-07-30,2021-09-24,775000,,,0,AR459132
13,1452054,2021-07-29,2021-09-30,1285000,,,0,AR479756
14,1898218,2021-08-13,2021-09-30,750000,,,0,AR479759
15,4346642,2021-07-16,2021-09-28,1072120,,,0,AR467873
17,3741599,2021-08-18,2021-09-30,1290000,,,0,AR480110
19,1910957,2021-08-14,2021-09-27,1650000,,,0,AR463380
20,4334581,2021-07-30,2021-09-28,999600,,,0,AR468677
21,1905498,2021-07-03,2021-09-27,2360000,,,0,AR463519
22,1905010,2021-08-06,2021-09-29,754000,,,0,AR471425
23,4073630,2021-08-18,2021-09-29,785000,,,0,AR471444
24,3271317,2021-08-16,2021-09-27,842500,,,0,AR463767
25,3506599,2021-08-18,2021-09-29,850000,,,0,AR471920
27,1904741,2021-08-18,2021-09-29,1600000,,,0,AR471988
28,4338214,2021-09-08,2021-09-29,1375000,,,0,AR471996
32,3588583,2021-08-19,2021-09-30,730000,,,0,AR477304
34,3532320,2021-08-09,2021-09-27,1420700,,,0,AR464545
35,3801419,2021-08-19,2021-09-30,1225000,,,0,AR477616
36,3421118,2021-09-06,2021-09-29,377000,,,0,AR473055
37,3802268,2021-08-18,2021-09-29,890000,,,0,AR473177
38,3557009,2021-09-03,2021-09-23,700000,,,0,AR454341
41,3728233,2021-08-12,2021-09-23,1750000,,,0,AR457135
43,1454473,2021-08-16,2021-09-27,715000,,,0,AR465241
44,3617176,2021-08-15,2021-09-27,848000,,,0,AR465326
46,3477786,2021-08-19,2021-09-30,870000,,,0,AR478216
1,4059318,2021-06-26,2021-09-24,730000,,,0,AR461602
2,3732832,2021-08-16,2021-09-27,515000,,,0,AR465626
6,4288822,2021-09-15,2021-09-30,1280000,,,0,AR478375
7,4265454,2021-08-11,2021-09-23,652100,,,0,AR457272
15,4058484,2021-08-17,2021-09-24,645000,,,0,AR458205
16,3252590,2021-08-13,2021-09-24,685000,,,0,AR458234
18,3923582,2021-07-30,2021-09-24,560000,,,0,AR461901
19,4157911,2021-08-25,2021-09-24,680000,,,0,AR462109
23,4154284,2021-05-24,2021-07-05,720000,,,0,AR340675
25,4134711,2021-08-27,2021-09-29,765000,,,0,AR474802
26,1325040,2021-09-07,2021-09-29,1815000,,,0,AR474893
30,826247,2021-08-05,2021-09-30,925000,,,0,AR478790
31,4360681,2020-07-23,2021-09-30,636000,,,0,AR478835
32,3453618,2021-08-17,2021-09-24,520000,,,0,AR458735
33,4265454,2021-07-13,2021-09-23,716000,,,0,AR455982
34,4360400,2020-12-23,2021-09-30,777500,,,0,AR479088
35,4361682,2021-09-15,2021-09-30,820000,,,0,AR479090
36,4303980,2021-07-31,2021-09-28,725000,,,0,AR467344
37,3979575,2021-08-19,2021-09-28,751800,,,0,AR467364
38,3282371,2021-08-24,2021-09-30,640000,,,0,AR479526
39,3189376,2021-08-17,2021-09-28,817000,,,0,AR467613
44,1314449,2021-07-13,2021-09-28,2335000,,,0,AR468378
47,4067507,2021-07-24,2021-09-24,833000,,,0,AR459320
48,803838,2021-09-23,2021-09-27,265000,,,0,AR462979
50,3865585,2021-08-19,2021-09-27,497000,,,0,AR463060
52,4302424,2021-08-19,2021-09-30,598000,,,0,AR475829
53,4360400,2021-02-10,2021-09-30,645000,,,0,AR480078
54,805013,2021-08-17,2021-09-28,470000,,,0,AR468366
56,4005047,2021-08-03,2021-09-28,590000,,,0,AR468440
58,835939,2021-08-13,2021-09-24,547000,,,0,AR459576
59,842076,2021-06-24,2021-09-24,555000,,,0,AR459623
65,4360681,2021-01-22,2021-09-30,793000,,,0,AR480512
67,3741578,2021-08-18,2021-09-24,895000,,,0,AR459689
68,2938531,2021-08-10,2021-09-24,775000,,,0,AR459697
70,3307025,2021-08-18,2021-09-29,500000,,,0,AR471595
71,4360400,2018-03-21,2021-09-29,663000,,,0,AR471653
73,4323971,2021-07-27,2021-09-30,809000,,,0,AR476456
75,3107324,2021-08-13,2021-09-24,895000,,,0,AR459966
76,3107533,2021-08-13,2021-09-24,895000,,,0,AR459966
81,3732832,2021-08-23,2021-09-29,710000,,,0,AR471831
82,823316,2021-07-29,2021-09-30,690000,,,0,AR476502
85,4360400,2021-06-17,2021-09-24,858500,,,0,AR460160
88,807597,2021-08-13,2021-09-24,715000,,,0,AR460255
90,4049003,2021-07-31,2021-09-27,880000,,,0,AR464012
92,3731158,2021-08-17,2021-09-28,560500,,,0,AR469517
93,4360400,2019-07-19,2021-09-28,744000,,,0,AR469531
95,3562292,2021-08-13,2021-09-24,570000,,,0,AR460350
96,644449,2021-03-25,2021-09-27,1630000,,,0,AR464241
97,817039,2021-08-14,2021-09-27,810000,,,0,AR464335
98,3765970,2021-07-27,2021-09-29,545000,,,0,AR472651
100,4360400,2018-03-10,2021-09-28,793000,,,0,AR469739
101,3195830,2021-08-31,2021-09-28,389000,,,0,AR470125
103,4303980,2021-07-09,2021-09-27,1900000,,,0,AR464405
104,828440,2021-09-27,2021-09-27,1125000,,,0,AR464478
105,3619732,2021-08-14,2021-09-27,920000,,,0,AR464529
107,3525315,2021-08-11,2021-09-30,1025000,,,0,AR477388
108,2779421,2021-08-10,2021-09-28,525000,,,0,AR470253
109,4313148,2021-08-03,2021-09-28,925000,,,0,AR470347
111,1309611,2021-08-16,2021-09-28,585000,,,0,AR470561
112,835738,2021-06-23,2021-09-24,1100000,,,0,AR460700
113,4141854,2021-08-27,2021-09-24,685000,,,0,AR460765
114,3496321,2021-08-09,2021-09-24,545000,,,0,AR460786
115,817039,2021-08-02,2021-09-27,810000,,,0,AR464603
117,4183617,2021-08-05,2021-09-29,840000,,,0,AR473336
118,4333302,2021-07-19,2021-09-30,807500,,,0,AR477755
119,808054,2021-08-18,2021-09-29,620000,,,0,AR473541
121,3709670,2021-08-16,2021-09-27,590000,,,0,AR465367
122,3827996,2021-08-18,2021-09-29,850000,,,0,AR473807
1,4383249,2021-07-21,2021-10-05,920000,,,0,AR490112
2,4087689,2021-08-24,2021-10-05,671000,,,0,AR490141
3,4367031,2021-07-27,2021-10-05,1045000,,,0,AR490252
7,4367031,2021-07-07,2021-10-05,975000,,,0,AR490646
9,3200465,2021-08-21,2021-10-01,1577000,,,0,AR484744
11,4383249,2021-02-04,2021-10-05,800000,,,0,AR491059
12,4247894,2021-09-21,2021-10-05,589000,,,0,AR491172
13,4247894,2021-09-21,2021-10-05,441000,,,0,AR491184
14,4383249,2018-10-01,2021-10-05,880500,,,0,AR491271
15,4383249,2020-08-14,2021-10-05,795000,,,0,AR491291
17,872084,2021-08-20,2021-10-01,485000,,,0,AR483191
18,4383249,2021-07-15,2021-10-05,958000,,,0,AR491388
19,4253054,2021-07-05,2021-10-05,1240000,,,0,AR491523
20,4383249,2018-09-24,2021-10-05,854000,,,0,AR491546
22,4253054,2021-07-05,2021-10-05,1231000,,,0,AR487355
23,4309581,2021-08-10,2021-10-05,746000,,,0,AR487361
24,3924260,2021-09-06,2021-10-05,1600000,,,0,AR487370
25,4092793,2021-08-27,2021-10-05,565000,,,0,AR491656
26,4383249,2020-03-05,2021-10-05,830000,,,0,AR491838
27,4253054,2021-07-02,2021-10-05,1180000,,,0,AR491844
28,4337753,2021-08-23,2021-10-05,695000,,,0,AR487327
29,4309581,2021-09-23,2021-10-07,795000,,,0,AR496751
30,4383249,2018-10-09,2021-09-30,894000,,XA,0,AR480460
31,3936063,2021-08-20,2021-10-01,870000,,,0,AR483780
32,4253054,2021-08-05,2021-10-05,1300000,,,0,AR487806
34,873722,2021-08-21,2021-10-05,676000,,,0,AR489063
35,873722,2021-08-21,2021-10-05,676000,,,0,AR489063
37,4383249,2019-02-26,2021-09-30,800000,,XA,0,AR480665
38,4383249,2018-10-26,2021-09-30,880000,,XA,0,AR480707
40,3445162,2021-09-10,2021-10-07,907000,,,0,AR497241
41,4367031,2021-08-22,2021-10-07,1700000,,,0,AR497320
42,4253054,2021-07-09,2021-10-07,1180000,,,0,AR497375
45,893443,2021-08-21,2021-10-05,660000,,,0,AR488424
46,3288167,2021-08-25,2021-10-07,640000,,,0,AR497582
47,861181,2021-09-06,2021-10-01,580000,,,0,AR484362
49,4013824,2021-09-20,2021-10-01,780000,,,0,AR484394
50,4253054,2021-08-23,2021-10-01,1270000,,,0,AR484454
51,895777,2021-08-02,2021-10-01,720000,,,0,AR484519
53,4383249,2020-03-12,2021-10-06,816000,,,0,AR492547
56,3277539,2021-01-15,2021-10-01,725000,,,0,AR484750
58,881470,2021-09-02,2021-10-07,687000,,,0,AR498038
59,4383249,2021-07-20,2021-10-07,780000,,,0,AR498141
60,883614,2021-08-26,2021-10-05,735000,,,0,AR489068
61,4093256,2021-08-25,2021-10-06,635000,,,0,AR493094
62,3694131,2021-08-25,2021-10-06,825000,,,0,AR493418
63,4377673,2019-11-07,2021-10-06,1420000,,,0,AR493519
